pid,uid,parent_text
__1238970527290740739,__729846700249120768,They're not administering any kind of antibiotic to coronavirus victims. So how would you explain the way that disease was spread from country to Country so fast?
__1227454619393167361,__1205975213785042944,A mother came in today getting antibiotics for her daughter’s chest infection and asked me what the probability was of it being #Coronavirus
__1239898266319441923,__2173756630,Thanks Tim. I've been on antibiotics for infection - doing little! Someone I follow - A GP I believe - recently tweeted his experience of Corona and it's a pretty identical journey to mine. Would just like testing to know not 12 weeks isolation!
__1232074869220745216,__1179127622485368833,The only problem that I saw is that the antibiotic statistic is irrelevant since the coronavirus is a virus. Antibiotics won't help fight a virus.
__1232743598010949632,__27188418,"#coronavirusus #CoronaVirusUpdates I’m stocking up on food, disposable gloves, N95 masks, and Purell. And I haven’t been on antibiotics in 35 years so they will be very effective."
__1244798373032386560,__28023025,"would be the obvious option but we are totally overwhelmed w/ #COVID19 cases right now. #Phagehunting takes time &amp; cases can only be considered if they are fully #antibioticresistant. That said, email us at IPATH.edu &amp; we will see if we can get traction."
__1244765342951288832,__564630097,Is there any truth too this news about having two antibiotics that might kill Covid19?
__1241410738993934336,__986557644046413826,"been around for 50 years. Azythromicin is an antibiotic, not an antiviral, it's unlikely to have sweeping treatment for COVID-19. We also know that aspirin works for high blood pressure, but we wouldn't suggest it for a new, aggressive cancer, would we?"
__1241622767872638977,__823560706888990721,That would be reactive arthritis something people with hla-b27 can have. Treating with antibiotics is helpful. In relation to covid19 doctors generally don’t want to accept that antibiotics can help. It seems counterintuitive.
__1235748238269001730,__1146066715,"Just imagine for a moment it's called coronaflu. A type of flu that doesn't respond to antibiotics + has a higher death rate than normal seasonal flu. It will put the elderly and vulnerable at significant risk of death if they catch it. Same thing. Please, stop comparing."
__1244206070295388161,__401953820,"My step-sister has been sent home from hospital with antibiotics and steroids after being told by the hospital that they are ""certain"" she has COVID19, but she hasn't been tested"
__1236933543931940865,__955570228217262080,Zinc can interfere w the efficacy of antibiotics so consult w your doctor before taking zinc against COVID-19.
__1237089734155010049,__2541653600,"Viruses such as Corona or Flu, live for a few days but they lower Body Resistance (Immunity). Then Bacteria such as Pneumococci and Streptococci take over. They keep multiplying. If not treated by appropriate Antibiotics early; things can go wrong. A stitch in time, saves nine."
__1242094770119270401,__824109296656887808,"You still think there's going to be a wall, don't you? You're still cheering on the people who actually own stocks even though you don't own any. You believe an antibiotic is going to cure you of coronavirus. Sad."
__1243979511596802049,__16534248,"Not all patients with covid19 die. They need access to antibiotics, ventilators,.. stuff you get in hospitals. If these patients stayed home because they can't afford the medical bills they die. So yes, universal healthcare is a solution to the crisis."
__1237658602157928448,__769170565,Antibiotics are not helpful for the Corona virus. Antibiotics do not kill viruses.
__1232827422552117249,__22699560,#Coronavirus Does anyone know - is this treated with antibiotics?
__1236763638699966469,__2235375674,"This isn’t the flu, it’s highly infectious at an RO 4 to 11, no antibiotics or cure for it! To treat it like it’s just a regular coronavirus is stupid!"
__1240826177293598720,__31099241,"Hi, you are missing the point. Covid-19 and the flu are both viruses, so if she was tested or just observed to have the flu, giving her antibiotics would not work - any doctor would know that."
__1238314737265451009,__1519564064,Corona Virus trying to enter my body: Antibiotics from Mexico :
__1239466810665140226,__3001849383,"I've been down with a fever and a cough for the last 3 days now. luckily, i responded well to antibiotics, but my family doctor refused to recommend a COVID-19 test to be done because I didn't have a travel history. ‼️India has low cases, because people ARE NOT GETTING TESTED‼️"
__1233835891954610177,__15361570,Absolutely true. Humane husbandry and reduced prophylactic use of antibiotics in farmed animals (not related to Coronavirus but related to antibiotic resistant bacteria) is a public health imperative.
__1233140355840847883,__760901429796143104,i swear antibiotics aren’t effective against viruses anyway 🤔 it’s so upsetting seeing so much of the vegan community using the COVID-19 outbreak to “push” our agenda ; i know that it’s important obvs but people are allowed to worry about possible pandemics without being vegan
__1239760979300319232,__19161570,"5/ So, what am I doing for my mom? Treating her symptoms, hoping I can convince the PCP to give us an antibiotic tomorrow, and all the common sense stuff. Does she have #Coronavirus? We will never know. But here is what we do know..."
__1242866184967598091,__380102468,Can we just kill off all the people complaining that there is no antibiotic to cure the Coronavirus orrrrr do they know something I don’t bc last time I checked you can’t use an antibiotic for a virus
__1235140019028783104,__35200672,He got antibiotics +other medication and luckily is recovering well. Covid19 or not? we will never know
__1244506610124255232,__132794140,"Year by year 700k persons over world, die by drug-resistant infections. Today, we have 720k worldwide cases of coronavirus. Do you NOW realize who big is this number? If we don't control antibiotics, by 2050 we would have 10 M deaths per year Stop misusing antibiotics!"
__1239421284586487809,__823634567022133248,Apparently there are scam calls saying you tested positive for covid-19 and they need your credit card number to ship yoy antibiotics. The first tell is antibiotics are for bacterial infections not viral
__1231325343308345344,__1075042768437821445,"“For years now, scientists have warned that filthy farms crammed full of sick animals are breeding grounds for new, antibiotic-resistant “superbugs.” #coronavirus #SARSCoV2 #SARSvirus Go #vegan !!"
__1240320848852123648,__3587870475,I called my doctor-Was told they called me in an antibiotic-Then called geisingers corona virus hot line-It asked if I or anyone around me had a fever-cough-shortness of breath-I said yes-it replied avoid contact with people till 24 hours after symptoms end-goodbye🤷‍️STUPIDITY
__1232918929061924864,__1056759055795081218,"Antibiotics do not treat viruses. Covid-19 is a virus. It's possible to get a bacterial infection at the same time, but preemptively taking antibiotics will not prevent Covid-19. Thank you for coming to my Ted Tweet."
__1235308858085699584,__1025820091013709825,"That the virus would mutate was a given, but this quickly! What about overuse of antibiotics for treatment of coronavirus, any expectation (discounting) for new antibiotic resistant superbugs?"
__1220425044695961607,__903645666190217217,#CoronavirusOutbreak #coronovirus The possibile rid can get especially who are not yet suffered but living in the suspicious area strucked by virus have to take 2 antibiotics before starting the day. And also immerse the 6 common fig at night and eat that in the early morning.
__1234864834778468354,__2249531,"INBOX: ⁦⁩ has delegated authority to ⁦⁩ to reestablish the President’s Advisory Council on Combatting Antibiotic-Resistant Bacteria. If this is a response to Coronavirus, it’s nonsensical because antibiotics do nothing for viral infections."
__1241726403625746434,__771177342295093248,"Antibiotics are already proven effective against pneumonia, which is secondary in covid-19. Early trial shows an impressive result in patients receiving the combo. ."
__1237792763636150272,__1498677265,I don’t want to point fingers so I wont But the WHOLE world needs to do better about over antibiotic use I know there is stupid shit going around about COVID19 but I suspect this is entirely because of overuse of antibiotics It gives viruses more chances to mutate and evolve.
__1238847845110816768,__4656137352,"Defnetly dear #coronavirus has no special Treatment It is cure by Antibiotics, Paracetamol is Antiboitic tablet. #Learn to Respect"
__1235421936643190785,__1073919299285385217,"Forget Covid19! Enjoy that raging herpes! Go to Crotchella.. uh I mean Coachella, and be worry free! Atleast until you need that antibiotic."
__1225448090011873281,__119468781,"With all the concern about #coronavirus and #antibioticresistance, here's a fascinating Microshare case study on the power of IoT to lower a major UK hospital's infection rates. Charles Paumelle explains. #lorawan #smartbuildings #antibioticresistance #iot"
__1244684208838258689,__1146890029031141377,A colleague pointed out today that unnecessary antibiotics in #COVID19 is not only potentially harmful to patients but also to staff by increasing the number of contacts they have with each patient. We mustn't lose sight of #stewardship and be clear WHY we are rx ABX in #COVID19
__1239298223287779332,__603780694,"After a total of 5 hours on hold, 111 told me to self isolate. I have had to fight for antibiotics. If all symptomatic people were tested for coronavirus, I could have received the medication I needed a lot faster."
